Accident_ID,Date,Year,Month,Month_Num,Day_of_Week,State,City,Accident_Severity,Number_of_Casualties,Weather_Condition,Road_Type,Vehicle_Type,Time_of_Day,Is_Fatal
ACC0398,2022-01-15,2022,January,1,Saturday,Madhya Pradesh,Indore,High,5,Rainy,Expressway,SUV,Night (19-23),1
ACC0399,2021-04-04,2021,April,4,Sunday,Gujarat,Surat,High,10,Cloudy,Urban Road,SUV,Morning (6-10),1
ACC0400,2023-03-16,2023,March,3,Thursday,Gujarat,Ahmedabad,High,5,Stormy,State Highway,Truck,Late Night (23-6),1
ACC0401,2020-04-04,2020,April,4,Saturday,Madhya Pradesh,Bhopal,High,9,Cloudy,Urban Road,Car,Late Night (23-6),1
ACC0402,2022-07-24,2022,July,7,Sunday,Uttar Pradesh,Agra,Low,1,Rainy,Service Road,Auto-Rickshaw,Afternoon (10-15),0
ACC0403,2022-08-08,2022,August,8,Monday,Gujarat,Gandhinagar,High,8,Cloudy,Service Road,Auto-Rickshaw,Afternoon (10-15),1
ACC0404,2020-11-04,2020,November,11,Wednesday,Uttar Pradesh,Varanasi,Low,1,Clear,Service Road,SUV,Morning (6-10),0
ACC0405,2021-11-17,2021,November,11,Wednesday,Uttar Pradesh,Varanasi,High,6,Hazy,State Highway,Auto-Rickshaw,Afternoon (10-15),1
ACC0406,2022-05-09,2022,May,5,Monday,West Bengal,Kolkata,High,6,Rainy,National Highway,Truck,Late Night (23-6),1
ACC0407,2022-04-25,2022,April,4,Monday,Gujarat,Rajkot,Low,0,Hazy,Expressway,Truck,Night (19-23),0
ACC0408,2020-06-02,2020,June,6,Tuesday,Bihar,Darbhanga,Low,0,Clear,State Highway,Two-Wheeler,Evening (15-19),0
ACC0409,2021-10-07,2021,October,10,Thursday,Madhya Pradesh,Gwalior,Medium,3,Foggy,National Highway,Truck,Afternoon (10-15),0
ACC0410,2023-04-12,2023,April,4,Wednesday,Maharashtra,Pune,Low,1,Clear,Urban Road,Bus,Morning (6-10),0
ACC0411,2023-01-02,2023,January,1,Monday,Gujarat,Surat,Low,1,Cloudy,National Highway,Car,Afternoon (10-15),0
ACC0412,2023-11-06,2023,November,11,Monday,Karnataka,Belagavi,Low,1,Clear,State Highway,Car,Afternoon (10-15),0
ACC0413,2021-12-29,2021,December,12,Wednesday,Madhya Pradesh,Ujjain,Medium,4,Clear,State Highway,Car,Night (19-23),0
ACC0414,2022-07-15,2022,July,7,Friday,Telangana,Khammam,Low,0,Rainy,State Highway,Car,Morning (6-10),0
ACC0415,2020-05-06,2020,May,5,Wednesday,Rajasthan,Jodhpur,High,10,Rainy,Service Road,Tempo,Morning (6-10),1
ACC0416,2023-04-07,2023,April,4,Friday,Bihar,Bhagalpur,Low,0,Clear,State Highway,Tempo,Night (19-23),0
ACC0417,2020-09-20,2020,September,9,Sunday,Maharashtra,Nagpur,Low,1,Clear,National Highway,Truck,Late Night (23-6),0
ACC0418,2022-06-06,2022,June,6,Monday,Madhya Pradesh,Jabalpur,Low,1,Clear,State Highway,Two-Wheeler,Afternoon (10-15),0
ACC0419,2021-01-18,2021,January,1,Monday,Karnataka,Hubli,High,5,Cloudy,Expressway,Auto-Rickshaw,Late Night (23-6),1
ACC0420,2021-05-18,2021,May,5,Tuesday,Karnataka,Mangaluru,High,12,Cloudy,National Highway,Car,Evening (15-19),1
ACC0421,2022-02-23,2022,February,2,Wednesday,Tamil Nadu,Salem,Medium,6,Rainy,State Highway,Tempo,Late Night (23-6),0
ACC0422,2020-02-09,2020,February,2,Sunday,Madhya Pradesh,Gwalior,Medium,5,Cloudy,Urban Road,Auto-Rickshaw,Late Night (23-6),0
ACC0423,2021-10-20,2021,October,10,Wednesday,Madhya Pradesh,Gwalior,Low,2,Rainy,State Highway,Car,Evening (15-19),0
ACC0424,2020-04-29,2020,April,4,Wednesday,West Bengal,Durgapur,High,8,Foggy,State Highway,Car,Afternoon (10-15),1
ACC0425,2023-09-07,2023,September,9,Thursday,Rajasthan,Udaipur,High,5,Stormy,State Highway,Auto-Rickshaw,Night (19-23),1
ACC0426,2021-12-27,2021,December,12,Monday,Tamil Nadu,Coimbatore,Medium,4,Rainy,Expressway,Car,Evening (15-19),0
ACC0427,2023-03-08,2023,March,3,Wednesday,Bihar,Gaya,High,12,Stormy,Expressway,Two-Wheeler,Afternoon (10-15),1
ACC0428,2022-10-01,2022,October,10,Saturday,Uttar Pradesh,Lucknow,Low,0,Clear,National Highway,Auto-Rickshaw,Night (19-23),0
ACC0429,2020-01-02,2020,January,1,Thursday,Gujarat,Gandhinagar,High,10,Rainy,Service Road,Truck,Evening (15-19),1
ACC0430,2020-05-01,2020,May,5,Friday,Uttar Pradesh,Kanpur,High,7,Stormy,National Highway,SUV,Late Night (23-6),1
ACC0431,2022-01-17,2022,January,1,Monday,Maharashtra,Nagpur,High,11,Hazy,Expressway,Car,Evening (15-19),1
ACC0432,2021-09-10,2021,September,9,Friday,Gujarat,Surat,High,11,Rainy,Service Road,Bus,Evening (15-19),1
ACC0433,2020-12-22,2020,December,12,Tuesday,Telangana,Khammam,Medium,6,Foggy,State Highway,Bus,Evening (15-19),0
ACC0434,2023-11-11,2023,November,11,Saturday,Karnataka,Mysuru,High,14,Rainy,Rural Road,SUV,Late Night (23-6),1
ACC0435,2020-03-07,2020,March,3,Saturday,Tamil Nadu,Tiruchirappalli,High,14,Foggy,State Highway,Tempo,Late Night (23-6),1
ACC0436,2020-08-01,2020,August,8,Saturday,West Bengal,Howrah,High,8,Foggy,Urban Road,Two-Wheeler,Afternoon (10-15),1
ACC0437,2023-07-26,2023,July,7,Wednesday,Maharashtra,Nagpur,Low,0,Cloudy,State Highway,Tempo,Morning (6-10),0
ACC0438,2021-12-18,2021,December,12,Saturday,Karnataka,Bengaluru,Low,1,Hazy,Rural Road,Tempo,Night (19-23),0
ACC0439,2020-12-06,2020,December,12,Sunday,Madhya Pradesh,Jabalpur,Low,1,Cloudy,National Highway,SUV,Night (19-23),0
ACC0440,2023-03-29,2023,March,3,Wednesday,Rajasthan,Jodhpur,Low,0,Cloudy,Urban Road,Car,Evening (15-19),0
ACC0441,2021-06-18,2021,June,6,Friday,Maharashtra,Mumbai,Low,1,Foggy,State Highway,Tempo,Morning (6-10),0
ACC0442,2023-01-25,2023,January,1,Wednesday,Maharashtra,Nagpur,High,12,Stormy,Service Road,Car,Night (19-23),1
ACC0443,2023-08-31,2023,August,8,Thursday,Tamil Nadu,Tiruchirappalli,Low,0,Cloudy,Urban Road,Truck,Afternoon (10-15),0
ACC0444,2022-04-18,2022,April,4,Monday,Telangana,Khammam,High,9,Foggy,State Highway,Car,Morning (6-10),1
ACC0445,2022-03-15,2022,March,3,Tuesday,Bihar,Darbhanga,Low,1,Cloudy,National Highway,Bus,Morning (6-10),0
ACC0446,2021-08-26,2021,August,8,Thursday,Bihar,Muzaffarpur,Low,0,Rainy,State Highway,Tempo,Evening (15-19),0
ACC0447,2020-06-16,2020,June,6,Tuesday,West Bengal,Kolkata,High,12,Foggy,Rural Road,Tempo,Evening (15-19),1
ACC0448,2020-07-05,2020,July,7,Sunday,Telangana,Karimnagar,Medium,5,Rainy,Urban Road,Truck,Night (19-23),0
ACC0449,2020-04-01,2020,April,4,Wednesday,Karnataka,Mangaluru,Low,1,Cloudy,Expressway,Car,Afternoon (10-15),0
ACC0450,2023-11-27,2023,November,11,Monday,Maharashtra,Mumbai,Medium,6,Hazy,Rural Road,SUV,Late Night (23-6),0
ACC0451,2021-04-10,2021,April,4,Saturday,Telangana,Hyderabad,High,11,Cloudy,Expressway,Tempo,Night (19-23),1
ACC0452,2023-03-18,2023,March,3,Saturday,Rajasthan,Kota,Low,2,Foggy,National Highway,Auto-Rickshaw,Late Night (23-6),0
ACC0453,2022-11-24,2022,November,11,Thursday,Bihar,Darbhanga,Low,1,Rainy,State Highway,Truck,Afternoon (10-15),0
ACC0454,2021-01-29,2021,January,1,Friday,Tamil Nadu,Chennai,Low,2,Cloudy,Rural Road,Truck,Afternoon (10-15),0
ACC0455,2023-05-03,2023,May,5,Wednesday,Karnataka,Hubli,High,6,Hazy,National Highway,Bus,Late Night (23-6),1
ACC0456,2022-03-24,2022,March,3,Thursday,Telangana,Nizamabad,Medium,2,Foggy,Service Road,Auto-Rickshaw,Late Night (23-6),0
ACC0457,2022-12-06,2022,December,12,Tuesday,Madhya Pradesh,Bhopal,Low,2,Cloudy,Expressway,Auto-Rickshaw,Morning (6-10),0
ACC0458,2020-08-04,2020,August,8,Tuesday,Bihar,Patna,High,10,Foggy,Rural Road,Two-Wheeler,Night (19-23),1
ACC0459,2023-09-03,2023,September,9,Sunday,West Bengal,Durgapur,Medium,3,Stormy,Urban Road,Bus,Afternoon (10-15),0
ACC0460,2023-06-20,2023,June,6,Tuesday,Bihar,Muzaffarpur,Low,1,Clear,Service Road,Truck,Morning (6-10),0
ACC0461,2022-08-31,2022,August,8,Wednesday,Karnataka,Hubli,Low,1,Clear,Urban Road,Two-Wheeler,Night (19-23),0
ACC0462,2023-11-26,2023,November,11,Sunday,Maharashtra,Pune,Medium,5,Rainy,Urban Road,Two-Wheeler,Night (19-23),0
ACC0463,2023-05-23,2023,May,5,Tuesday,Maharashtra,Pune,Low,1,Cloudy,Service Road,Bus,Late Night (23-6),0
ACC0464,2022-02-04,2022,February,2,Friday,Uttar Pradesh,Noida,Low,2,Rainy,Expressway,Bus,Afternoon (10-15),0
ACC0465,2022-12-09,2022,December,12,Friday,Bihar,Patna,Low,0,Rainy,National Highway,Truck,Morning (6-10),0
ACC0466,2022-07-23,2022,July,7,Saturday,Uttar Pradesh,Agra,Low,1,Hazy,Rural Road,Auto-Rickshaw,Night (19-23),0
ACC0467,2023-07-25,2023,July,7,Tuesday,Maharashtra,Mumbai,Medium,6,Rainy,Rural Road,Truck,Night (19-23),0
ACC0468,2023-04-16,2023,April,4,Sunday,Telangana,Nizamabad,Low,1,Foggy,Service Road,SUV,Morning (6-10),0
ACC0469,2021-08-06,2021,August,8,Friday,Uttar Pradesh,Varanasi,Low,2,Clear,State Highway,SUV,Afternoon (10-15),0
ACC0470,2023-08-18,2023,August,8,Friday,Rajasthan,Jodhpur,High,13,Foggy,National Highway,SUV,Morning (6-10),1
ACC0471,2022-08-28,2022,August,8,Sunday,Tamil Nadu,Coimbatore,High,8,Stormy,Urban Road,Auto-Rickshaw,Evening (15-19),1
ACC0472,2023-12-30,2023,December,12,Saturday,Karnataka,Mangaluru,High,12,Cloudy,Urban Road,Truck,Night (19-23),1
ACC0473,2021-09-10,2021,September,9,Friday,Telangana,Khammam,Medium,2,Cloudy,Expressway,Tempo,Evening (15-19),0
ACC0474,2023-02-23,2023,February,2,Thursday,Bihar,Darbhanga,Medium,2,Foggy,Rural Road,Car,Evening (15-19),0
ACC0475,2021-07-20,2021,July,7,Tuesday,Gujarat,Vadodara,High,15,Foggy,Urban Road,Truck,Afternoon (10-15),1
ACC0476,2022-11-25,2022,November,11,Friday,Rajasthan,Jaipur,Medium,4,Stormy,Service Road,Truck,Morning (6-10),0
ACC0477,2023-09-04,2023,September,9,Monday,West Bengal,Asansol,High,11,Foggy,Rural Road,Tempo,Morning (6-10),1
ACC0478,2023-04-09,2023,April,4,Sunday,Bihar,Gaya,High,8,Foggy,Service Road,Auto-Rickshaw,Night (19-23),1
ACC0479,2023-10-07,2023,October,10,Saturday,Gujarat,Gandhinagar,High,15,Foggy,Expressway,Truck,Evening (15-19),1
ACC0480,2020-07-18,2020,July,7,Saturday,West Bengal,Howrah,Low,2,Hazy,State Highway,Tempo,Evening (15-19),0
ACC0481,2023-09-02,2023,September,9,Saturday,Maharashtra,Pune,Medium,4,Foggy,Rural Road,SUV,Evening (15-19),0
ACC0482,2022-01-31,2022,January,1,Monday,Karnataka,Belagavi,Medium,2,Foggy,Rural Road,Car,Late Night (23-6),0
ACC0483,2023-04-03,2023,April,4,Monday,Bihar,Patna,High,13,Cloudy,National Highway,SUV,Night (19-23),1
ACC0484,2022-12-21,2022,December,12,Wednesday,Karnataka,Mangaluru,High,7,Clear,State Highway,Truck,Evening (15-19),1
ACC0485,2022-04-18,2022,April,4,Monday,Bihar,Muzaffarpur,Medium,3,Rainy,National Highway,Bus,Evening (15-19),0
ACC0486,2023-07-16,2023,July,7,Sunday,Tamil Nadu,Madurai,Low,1,Hazy,Urban Road,Truck,Afternoon (10-15),0
ACC0487,2023-03-26,2023,March,3,Sunday,Tamil Nadu,Salem,Low,1,Clear,Service Road,Bus,Night (19-23),0
ACC0488,2022-05-28,2022,May,5,Saturday,West Bengal,Siliguri,Low,0,Clear,Service Road,Two-Wheeler,Morning (6-10),0
ACC0489,2021-10-21,2021,October,10,Thursday,Telangana,Warangal,Medium,3,Clear,State Highway,Tempo,Evening (15-19),0
ACC0490,2021-10-01,2021,October,10,Friday,Tamil Nadu,Chennai,Medium,4,Cloudy,State Highway,Car,Morning (6-10),0
ACC0491,2021-09-02,2021,September,9,Thursday,Karnataka,Mangaluru,Medium,6,Hazy,Urban Road,Bus,Afternoon (10-15),0
ACC0492,2021-12-02,2021,December,12,Thursday,West Bengal,Asansol,Low,1,Rainy,National Highway,Truck,Afternoon (10-15),0
ACC0493,2020-09-25,2020,September,9,Friday,Rajasthan,Jaipur,High,6,Stormy,Urban Road,Tempo,Morning (6-10),1
ACC0494,2022-02-07,2022,February,2,Monday,Karnataka,Belagavi,Low,0,Stormy,Service Road,Car,Morning (6-10),0
ACC0495,2020-04-08,2020,April,4,Wednesday,Maharashtra,Nashik,Low,2,Cloudy,Urban Road,Bus,Afternoon (10-15),0
ACC0496,2021-02-24,2021,February,2,Wednesday,Uttar Pradesh,Agra,Medium,6,Cloudy,Urban Road,Auto-Rickshaw,Late Night (23-6),0
ACC0497,2023-12-06,2023,December,12,Wednesday,Tamil Nadu,Salem,Medium,6,Clear,National Highway,Two-Wheeler,Morning (6-10),0
ACC0498,2020-08-05,2020,August,8,Wednesday,West Bengal,Howrah,Medium,4,Stormy,Expressway,Truck,Evening (15-19),0
ACC0499,2023-12-11,2023,December,12,Monday,Madhya Pradesh,Gwalior,Low,1,Rainy,State Highway,Tempo,Night (19-23),0
ACC0500,2021-11-08,2021,November,11,Monday,Rajasthan,Jaipur,Medium,2,Clear,Expressway,Tempo,Night (19-23),0
ACC0501,2020-11-01,2020,November,11,Sunday,Maharashtra,Aurangabad,Medium,2,Clear,Urban Road,Tempo,Afternoon (10-15),0
ACC0502,2022-07-24,2022,July,7,Sunday,Karnataka,Hubli,Low,0,Cloudy,National Highway,SUV,Evening (15-19),0
ACC0503,2022-01-07,2022,January,1,Friday,Gujarat,Rajkot,Low,0,Hazy,National Highway,SUV,Afternoon (10-15),0
ACC0504,2023-09-20,2023,September,9,Wednesday,Tamil Nadu,Madurai,High,14,Foggy,Urban Road,Tempo,Morning (6-10),1
ACC0505,2022-02-02,2022,February,2,Wednesday,Gujarat,Surat,Low,1,Clear,Urban Road,SUV,Night (19-23),0
ACC0506,2023-11-13,2023,November,11,Monday,West Bengal,Siliguri,High,7,Hazy,National Highway,Truck,Morning (6-10),1
ACC0507,2020-11-22,2020,November,11,Sunday,Maharashtra,Nashik,Medium,6,Stormy,Service Road,Bus,Afternoon (10-15),0
ACC0508,2023-06-05,2023,June,6,Monday,Madhya Pradesh,Gwalior,Low,2,Stormy,Service Road,Truck,Night (19-23),0
ACC0509,2022-09-26,2022,September,9,Monday,Maharashtra,Nashik,Low,1,Cloudy,Service Road,Two-Wheeler,Morning (6-10),0
ACC0510,2023-12-13,2023,December,12,Wednesday,Telangana,Khammam,Medium,4,Hazy,Expressway,Auto-Rickshaw,Late Night (23-6),0
ACC0511,2020-07-14,2020,July,7,Tuesday,Madhya Pradesh,Indore,Low,2,Cloudy,Service Road,Bus,Afternoon (10-15),0
ACC0512,2023-02-17,2023,February,2,Friday,Bihar,Patna,Medium,3,Clear,Expressway,SUV,Night (19-23),0
ACC0513,2022-10-12,2022,October,10,Wednesday,Tamil Nadu,Chennai,Low,1,Cloudy,Urban Road,Car,Late Night (23-6),0
ACC0514,2021-04-01,2021,April,4,Thursday,Telangana,Karimnagar,High,6,Cloudy,Rural Road,Bus,Late Night (23-6),1
ACC0515,2022-07-06,2022,July,7,Wednesday,Maharashtra,Nashik,Low,1,Cloudy,Service Road,Tempo,Morning (6-10),0
ACC0516,2020-07-29,2020,July,7,Wednesday,Madhya Pradesh,Jabalpur,Medium,2,Clear,National Highway,SUV,Late Night (23-6),0
ACC0517,2023-06-21,2023,June,6,Wednesday,Karnataka,Belagavi,Medium,5,Stormy,Urban Road,Two-Wheeler,Morning (6-10),0
ACC0518,2021-04-01,2021,April,4,Thursday,West Bengal,Asansol,High,14,Stormy,Rural Road,Tempo,Evening (15-19),1
ACC0519,2022-07-15,2022,July,7,Friday,Maharashtra,Mumbai,Low,1,Hazy,Urban Road,SUV,Evening (15-19),0
ACC0520,2023-01-26,2023,January,1,Thursday,Telangana,Nizamabad,Low,0,Hazy,Rural Road,Truck,Night (19-23),0
ACC0521,2020-08-07,2020,August,8,Friday,Karnataka,Belagavi,Low,1,Rainy,State Highway,Bus,Afternoon (10-15),0
ACC0522,2021-11-23,2021,November,11,Tuesday,Maharashtra,Nashik,High,15,Clear,Expressway,Car,Night (19-23),1
ACC0523,2022-07-25,2022,July,7,Monday,Bihar,Darbhanga,High,5,Rainy,Expressway,Tempo,Morning (6-10),1
ACC0524,2023-02-07,2023,February,2,Tuesday,Madhya Pradesh,Ujjain,High,7,Cloudy,Service Road,Auto-Rickshaw,Afternoon (10-15),1
ACC0525,2020-09-19,2020,September,9,Saturday,Maharashtra,Nashik,Medium,4,Hazy,Expressway,Bus,Night (19-23),0
ACC0526,2023-06-01,2023,June,6,Thursday,Rajasthan,Udaipur,High,9,Cloudy,Rural Road,SUV,Afternoon (10-15),1
ACC0527,2020-10-09,2020,October,10,Friday,Madhya Pradesh,Ujjain,High,13,Hazy,Urban Road,SUV,Late Night (23-6),1
ACC0528,2021-10-04,2021,October,10,Monday,Telangana,Warangal,Low,2,Rainy,Urban Road,Tempo,Evening (15-19),0
ACC0529,2023-10-09,2023,October,10,Monday,Tamil Nadu,Coimbatore,High,15,Stormy,Urban Road,Tempo,Morning (6-10),1
ACC0530,2021-12-22,2021,December,12,Wednesday,Telangana,Karimnagar,High,15,Stormy,Service Road,Bus,Late Night (23-6),1
ACC0531,2021-08-08,2021,August,8,Sunday,Madhya Pradesh,Bhopal,Low,1,Stormy,State Highway,Car,Morning (6-10),0
ACC0532,2021-02-13,2021,February,2,Saturday,Karnataka,Mysuru,High,7,Foggy,National Highway,Tempo,Evening (15-19),1
ACC0533,2021-02-21,2021,February,2,Sunday,Telangana,Hyderabad,High,6,Foggy,Expressway,SUV,Late Night (23-6),1
ACC0534,2021-04-04,2021,April,4,Sunday,Telangana,Karimnagar,Medium,4,Rainy,Service Road,Tempo,Morning (6-10),0
ACC0535,2022-02-20,2022,February,2,Sunday,Madhya Pradesh,Jabalpur,Medium,6,Hazy,National Highway,Car,Evening (15-19),0
ACC0536,2021-02-19,2021,February,2,Friday,Bihar,Muzaffarpur,High,15,Rainy,Urban Road,SUV,Late Night (23-6),1
ACC0537,2023-01-24,2023,January,1,Tuesday,Bihar,Gaya,High,9,Hazy,Rural Road,Truck,Morning (6-10),1
ACC0538,2021-01-17,2021,January,1,Sunday,Tamil Nadu,Tiruchirappalli,Low,1,Clear,Urban Road,Auto-Rickshaw,Evening (15-19),0
ACC0539,2020-09-23,2020,September,9,Wednesday,Tamil Nadu,Tiruchirappalli,Low,1,Foggy,Service Road,Truck,Morning (6-10),0
ACC0540,2020-11-10,2020,November,11,Tuesday,Gujarat,Gandhinagar,Medium,6,Clear,Service Road,Two-Wheeler,Night (19-23),0
ACC0541,2023-03-18,2023,March,3,Saturday,Telangana,Nizamabad,Medium,4,Clear,Expressway,Truck,Afternoon (10-15),0
ACC0542,2022-12-02,2022,December,12,Friday,Maharashtra,Aurangabad,Medium,6,Rainy,Rural Road,Car,Evening (15-19),0
ACC0543,2021-03-29,2021,March,3,Monday,Rajasthan,Udaipur,Medium,3,Foggy,Expressway,Auto-Rickshaw,Night (19-23),0
ACC0544,2023-02-23,2023,February,2,Thursday,Uttar Pradesh,Lucknow,Medium,3,Hazy,Service Road,Auto-Rickshaw,Late Night (23-6),0
ACC0545,2021-05-14,2021,May,5,Friday,Uttar Pradesh,Agra,High,6,Cloudy,Rural Road,Two-Wheeler,Late Night (23-6),1
ACC0546,2021-08-02,2021,August,8,Monday,Uttar Pradesh,Noida,Medium,6,Foggy,Rural Road,Bus,Morning (6-10),0
ACC0547,2021-08-30,2021,August,8,Monday,Rajasthan,Udaipur,Low,0,Stormy,State Highway,SUV,Late Night (23-6),0
ACC0548,2022-12-28,2022,December,12,Wednesday,Uttar Pradesh,Lucknow,Medium,3,Rainy,Service Road,Bus,Morning (6-10),0
ACC0549,2021-02-25,2021,February,2,Thursday,Telangana,Karimnagar,High,6,Hazy,Service Road,Tempo,Afternoon (10-15),1
ACC0550,2020-02-18,2020,February,2,Tuesday,West Bengal,Asansol,Low,0,Clear,State Highway,SUV,Evening (15-19),0
ACC0551,2023-02-16,2023,February,2,Thursday,Maharashtra,Aurangabad,High,11,Rainy,Rural Road,Bus,Night (19-23),1
ACC0552,2022-06-05,2022,June,6,Sunday,Gujarat,Ahmedabad,Medium,6,Cloudy,National Highway,Tempo,Late Night (23-6),0
ACC0553,2020-05-09,2020,May,5,Saturday,Bihar,Patna,High,10,Hazy,Expressway,Car,Evening (15-19),1
ACC0554,2023-11-05,2023,November,11,Sunday,Karnataka,Belagavi,Low,1,Clear,Rural Road,Bus,Morning (6-10),0
ACC0555,2022-08-28,2022,August,8,Sunday,Tamil Nadu,Tiruchirappalli,Low,1,Rainy,Expressway,Two-Wheeler,Afternoon (10-15),0
ACC0556,2021-09-02,2021,September,9,Thursday,Gujarat,Ahmedabad,High,7,Stormy,National Highway,Car,Morning (6-10),1
ACC0557,2023-03-18,2023,March,3,Saturday,Bihar,Muzaffarpur,High,6,Stormy,Urban Road,Truck,Evening (15-19),1
ACC0558,2021-03-09,2021,March,3,Tuesday,Madhya Pradesh,Ujjain,Low,0,Rainy,Expressway,SUV,Evening (15-19),0
ACC0559,2021-02-01,2021,February,2,Monday,Maharashtra,Pune,High,5,Hazy,Expressway,Bus,Late Night (23-6),1
ACC0560,2020-05-29,2020,May,5,Friday,Karnataka,Bengaluru,Low,2,Foggy,Expressway,Bus,Evening (15-19),0
ACC0561,2022-01-01,2022,January,1,Saturday,Tamil Nadu,Coimbatore,Low,0,Clear,State Highway,Two-Wheeler,Night (19-23),0
ACC0562,2022-07-11,2022,July,7,Monday,Gujarat,Gandhinagar,Medium,6,Hazy,State Highway,Auto-Rickshaw,Late Night (23-6),0
ACC0563,2022-01-16,2022,January,1,Sunday,Gujarat,Rajkot,Low,0,Rainy,State Highway,Tempo,Night (19-23),0
ACC0564,2021-07-20,2021,July,7,Tuesday,Gujarat,Surat,High,12,Hazy,Rural Road,Bus,Evening (15-19),1
ACC0565,2021-09-17,2021,September,9,Friday,West Bengal,Durgapur,Low,2,Clear,National Highway,SUV,Evening (15-19),0
ACC0566,2020-10-13,2020,October,10,Tuesday,Telangana,Warangal,High,15,Foggy,National Highway,Tempo,Morning (6-10),1
ACC0567,2020-02-08,2020,February,2,Saturday,Telangana,Hyderabad,High,14,Stormy,State Highway,Car,Late Night (23-6),1
ACC0568,2021-06-17,2021,June,6,Thursday,Telangana,Khammam,Medium,3,Cloudy,Urban Road,Bus,Afternoon (10-15),0
ACC0569,2023-04-22,2023,April,4,Saturday,Karnataka,Mysuru,Medium,2,Cloudy,Rural Road,Two-Wheeler,Late Night (23-6),0
ACC0570,2020-01-22,2020,January,1,Wednesday,Rajasthan,Ajmer,Low,2,Hazy,State Highway,Bus,Afternoon (10-15),0
ACC0571,2021-01-01,2021,January,1,Friday,Bihar,Darbhanga,High,7,Hazy,Service Road,Tempo,Night (19-23),1
ACC0572,2022-01-04,2022,January,1,Tuesday,Uttar Pradesh,Kanpur,Low,1,Cloudy,Urban Road,Truck,Morning (6-10),0
ACC0573,2023-10-01,2023,October,10,Sunday,Rajasthan,Ajmer,Medium,5,Foggy,National Highway,Car,Evening (15-19),0
ACC0574,2020-07-30,2020,July,7,Thursday,Telangana,Nizamabad,Low,2,Hazy,Expressway,Truck,Night (19-23),0
ACC0575,2023-08-31,2023,August,8,Thursday,Madhya Pradesh,Gwalior,High,6,Stormy,Expressway,Two-Wheeler,Night (19-23),1
ACC0576,2021-04-01,2021,April,4,Thursday,Telangana,Karimnagar,High,10,Foggy,Rural Road,SUV,Night (19-23),1
ACC0577,2023-05-22,2023,May,5,Monday,Uttar Pradesh,Noida,Medium,3,Rainy,National Highway,Auto-Rickshaw,Evening (15-19),0
ACC0578,2021-03-09,2021,March,3,Tuesday,Tamil Nadu,Coimbatore,Medium,2,Rainy,Service Road,Truck,Night (19-23),0
ACC0579,2021-11-07,2021,November,11,Sunday,Maharashtra,Nashik,Medium,3,Hazy,Expressway,Truck,Night (19-23),0
ACC0580,2020-02-15,2020,February,2,Saturday,Rajasthan,Jaipur,Medium,3,Rainy,State Highway,Tempo,Late Night (23-6),0
ACC0581,2020-03-21,2020,March,3,Saturday,Bihar,Gaya,Low,0,Clear,Expressway,Bus,Late Night (23-6),0
ACC0582,2023-02-28,2023,February,2,Tuesday,Uttar Pradesh,Agra,Low,2,Clear,Rural Road,SUV,Night (19-23),0
ACC0583,2020-12-15,2020,December,12,Tuesday,Rajasthan,Kota,Low,2,Stormy,State Highway,Auto-Rickshaw,Late Night (23-6),0
ACC0584,2021-06-25,2021,June,6,Friday,Tamil Nadu,Madurai,Medium,2,Cloudy,State Highway,Bus,Night (19-23),0
ACC0585,2020-09-27,2020,September,9,Sunday,Maharashtra,Mumbai,Medium,6,Rainy,Service Road,Bus,Afternoon (10-15),0
ACC0586,2023-05-25,2023,May,5,Thursday,Maharashtra,Pune,High,14,Cloudy,National Highway,SUV,Late Night (23-6),1
ACC0587,2022-10-27,2022,October,10,Thursday,Maharashtra,Mumbai,Medium,6,Cloudy,Expressway,SUV,Morning (6-10),0
ACC0588,2023-10-21,2023,October,10,Saturday,Madhya Pradesh,Ujjain,Low,0,Cloudy,Service Road,Auto-Rickshaw,Night (19-23),0
ACC0589,2021-04-14,2021,April,4,Wednesday,West Bengal,Siliguri,High,14,Foggy,National Highway,Bus,Afternoon (10-15),1
ACC0590,2021-06-05,2021,June,6,Saturday,West Bengal,Howrah,Low,2,Clear,Rural Road,Two-Wheeler,Afternoon (10-15),0
ACC0591,2020-01-12,2020,January,1,Sunday,Uttar Pradesh,Noida,Low,0,Stormy,Rural Road,Tempo,Afternoon (10-15),0
ACC0592,2023-11-09,2023,November,11,Thursday,Gujarat,Rajkot,Low,1,Foggy,Service Road,Auto-Rickshaw,Evening (15-19),0
ACC0593,2021-06-19,2021,June,6,Saturday,Telangana,Karimnagar,Medium,4,Stormy,Service Road,Bus,Afternoon (10-15),0
ACC0594,2022-04-26,2022,April,4,Tuesday,Telangana,Khammam,Low,2,Cloudy,Expressway,Bus,Evening (15-19),0
ACC0595,2021-09-20,2021,September,9,Monday,Bihar,Bhagalpur,Medium,3,Hazy,Service Road,Car,Afternoon (10-15),0
ACC0596,2022-07-03,2022,July,7,Sunday,Tamil Nadu,Chennai,Medium,4,Rainy,Expressway,Auto-Rickshaw,Morning (6-10),0
ACC0597,2020-11-25,2020,November,11,Wednesday,Madhya Pradesh,Bhopal,High,12,Clear,Expressway,Bus,Morning (6-10),1
ACC0598,2020-05-11,2020,May,5,Monday,Karnataka,Mysuru,Low,0,Foggy,Service Road,Bus,Night (19-23),0
